AddressID,AddressLine1,AddressLine2,City,StateProvinceID,PostalCode,SpatialLocation,rowguid,ModifiedDate
11,1318 Lasalle Street,,Bothell,79,98011,0xE6100000010CCEFFBBFD9FE9474057B9479C728E5EC0,981B3303-ACA2-49C7-9A96-FB670785B269,28-02-2013
12,5415 San Gabriel Dr.,,Bothell,79,98011,0xE6100000010C6A80AD742DDC474011A5C28A7C955EC0,1C2C9CFE-AB9F-4F96-8E1F-D9666B6F7F22,05-01-2013
13,9265 La Paz,,Bothell,79,98011,0xE6100000010CC3228C0867E84740F3BC169B7F835EC0,E0BA2F52-C907-4553-A0DB-67FC67D28AE4,14-12-2013
14,8157 W. Book,,Bothell,79,98011,0xE6100000010C219D64AE1FE4474067A89189898A5EC0,A1C658AE-C553-4A9D-A081-A550D39B64DF,04-12-2009
15,4912 La Vuelta,,Bothell,79,98011,0xE6100000010C219D64AE1FE447405E6ED153B4945EC0,F397E64A-A9D8-4E57-9E7C-B10928ACADD6,18-11-2013
16,40 Ellis St.,,Bothell,79,98011,0xE6100000010CF76E45EFC9DC474067A89189898A5EC0,0312B65F-CB60-4396-9EC7-A78B2EAC1A1B,09-11-2012
17,6696 Anchor Drive,,Bothell,79,98011,0xE6100000010C034C75E402DE4740BC262A0A03905EC0,CE9B3B47-9267-4727-BCD2-687C47482C06,08-11-2013
18,1873 Lion Circle,,Bothell,79,98011,0xE6100000010C219D64AE1FE447405FF307D247845EC0,963854F7-E3CB-46A1-A3DB-1B05F71D6473,30-11-2013
19,3148 Rose Street,,Bothell,79,98011,0xE6100000010C813A0D5F9FDE47407DDBB3C144965EC0,6B7ACB0F-CDBF-44FD-BA14-EB08A56C1582,03-04-2014
20,6872 Thornwood Dr.,,Bothell,79,98011,0xE6100000010C034C75E402DE4740483BAF1BF9885EC0,4B1F1ED4-97A4-43FD-BB1E-9E05817718E8,05-02-2009
21,5747 Shirley Drive,,Bothell,79,98011,0xE6100000010CEB9115FA90DB47408E4F342DEF815EC0,D83299D7-A0F4-4055-9BD5-5908E245D757,11-02-2009
22,636 Vine Hill Way,,Portland,58,97205,0xE6100000010CB55B852318C34640DD7A52C8D3A75EC0,7F641525-2704-4F73-9D8A-EB062CFBFA3C,24-05-2011
23,6657 Sand Pointe Lane,,Seattle,79,98104,0xE6100000010C9F07FD5862DD47409F583A2EE9975EC0,B991568F-5096-4A92-B25C-1A3E4D2ACC66,15-01-2009
24,80 Sunview Terrace,,Duluth,36,55802,0xE6100000010C04554A7DD566474059F1E1D0B30457C0,BE07D3C8-6E58-4670-9DA9-151AB6D3D620,24-05-2011
25,9178 Jumping St.,,Dallas,73,75201,0xE6100000010C10A810D1886240403A0F0653663158C0,C8DF3BD9-48F0-4654-A8DD-14A67A84D3C6,31-07-2012
26,5725 Glaze Drive,,San Francisco,9,94109,0xE6100000010CFE3883FD5AE14240E38A86B1249A5EC0,77415959-A4EE-4DA6-86F9-70C097560005,24-05-2011
27,2487 Riverside Drive,,Nevada,74,84407,0xE6100000010C50ECC7344CA044400C0B98AB57FA5BC0,C1D0F3B0-6B2A-4388-8861-48F44D8270A1,24-05-2011
28,9228 Via Del Sol,,Phoenix,6,85004,0xE6100000010CCEEAD68894D440404D9D2EDC020E5CC0,12AE5EE1-FC3E-468B-9B92-3B970B169774,01-08-2011
29,8291 Crossbow Way,,Memphis,72,38103,0xE6100000010C7AED632C1D9641401C8388AE3C8A56C0,7CC794AD-1822-412B-AB94-337A89A1D0C9,24-05-2011
30,9707 Coldwater Drive,,Orlando,15,32804,0xE6100000010C90C10F63019F3C4089A0F6721C5254C0,7431591F-36C1-4A65-B722-0E006DB73557,01-07-2011
31,9100 Sheppard Avenue North,,Ottawa,57,K4B 1T7,0xE6100000010CFE790DE102A84640715F3BDE74D652C0,644DEA26-E6FD-4019-85E6-35364DDAB0CC,24-05-2011
32,26910 Indela Road,,Montreal,63,H1Y 2H5,0xE6100000010C30D3FD464FCA4640CD2A07B90E6152C0,84A95F62-3AE8-4E7E-BBD5-5A6F00CD982D,30-06-2012
33,10203 Acorn Avenue,,Calgary,1,T2P 2G8,0xE6100000010CB2F2FC2E338E4940BA61B7D381795CC0,237986D3-0F02-4D59-9B2E-6B1A6B5A6185,24-05-2011
34,"94, rue Descartes",,Bordeaux,119,33000,0xE6100000010C1F9AACD1B8624640606323101251E3BF,57F25EED-0F07-43BA-83B4-5A4B398F4BF2,21-12-2013
35,Pascalstr 951,,Berlin,20,14111,0xE6100000010C078D021125484A408AD730111F9C2A40,2985CF68-8155-45A3-B086-7B08BD4D46EF,23-05-2013
36,34 Waterloo Road,,Melbourne,77,3000,0xE6100000010C17C9C9D093E642C035B63CBED31E6240,18E590A6-A500-48B5-B092-9E0B59816436,23-05-2013
37,Downshire Way,,Cambridge,14,BA5 3HX,0xE6100000010CFD6ECF37749849406E2CA98C0AF704C0,7F80F9CE-50F1-404B-8C18-7C95EE35A6EE,23-05-2012
38,8154 Via Mexico,,Detroit,35,48226,0xE6100000010C3D5A41438330454086E592457FC954C0,BD54F2AD-157A-4491-9F05-CC1D5A492CF1,24-05-2011
39,3997 Via De Luna,,Cambridge,30,2139,0xE6100000010C74132705E72B4540E64A71E28ACB51C0,A5A9AC6D-5488-4A15-A932-F6FA651093F7,23-09-2012
40,1902 Santa Cruz,,Bothell,79,98011,0xE6100000010C96D19C3E4AE2474057B9479C728E5EC0,5A0C5C47-18BE-420B-89BA-D39878160D80,01-02-2010
41,793 Crawford Street,,Kenmore,79,98028,0xE6100000010CF89D8A7846E84740D1680C2DC38A5EC0,58F28FFB-BE74-47F9-AEC0-D5771026ED8F,25-03-2014
42,463 H Stagecoach Rd.,,Kenmore,79,98028,0xE6100000010C1BF06593F0E047402DCB06C6D9865EC0,782C540D-3EAD-4D15-B170-E60616CF125B,20-01-2009
43,5203 Virginia Lane,,Kenmore,79,98028,0xE6100000010C20D3DF97B7DF47402990709D32895EC0,E210A601-42B9-4313-979D-4BCCA6144343,13-02-2010
44,4095 Cooper Dr.,,Kenmore,79,98028,0xE6100000010C150DEC8E29E24740146981D2EE945EC0,E6A218AE-516C-4CD6-A0A9-105FCD46994B,27-12-2008
45,6697 Ridge Park Drive,,Kenmore,79,98028,0xE6100000010C4225BBB261D84740146981D2EE945EC0,95A73034-BD61-4349-B337-02D647C88CDD,25-11-2008
46,5669 Ironwood Way,,Kenmore,79,98028,0xE6100000010C76AC4DF6E2E84740C9F2DFDB748F5EC0,8FD29F31-EB25-4EC7-9258-FEF7160119C0,29-01-2009
47,8192 Seagull Court,,Kenmore,79,98028,0xE6100000010C04647E81D4E547407941A8BC538C5EC0,3DE1BDE3-FF37-4992-B50E-E12D5E247132,11-01-2009
48,5553 Cash Avenue,,Kenmore,79,98028,0xE6100000010CC0337E30FED8474075061294AC8E5EC0,1875165E-D9E4-414F-8FCB-6A8720625443,31-01-2014
49,7048 Laurel,,Kenmore,79,98028,0xE6100000010C1BF06593F0E04740C9F2DFDB748F5EC0,C172E367-E6E6-4200-8865-12902022B891,01-02-2009
50,25 95th Ave NE,,Kenmore,79,98028,0xE6100000010C0947F8859BE44740BC411D627F965EC0,8AD42881-A81B-4A4D-95C2-6D34A55F3BC9,06-02-2009
51,3280 Pheasant Circle,,Snohomish,79,98296,0xE6100000010CE394E9D501E2474014B8B3D8FE915EC0,D40AA5FF-462B-4322-9C67-C7B5F468E6E3,30-11-2008
52,4231 Spar Court,,Snohomish,79,98296,0xE6100000010C182C38B72BE047407D89EAD8CD805EC0,19801401-913F-45FA-A7D3-8573F35202E7,20-01-2009
53,1285 Greenbrier Street,,Snohomish,79,98296,0xE6100000010C39DB74CBB2F0474003CACBFB25835EC0,D08E2B94-FFC3-44F6-B926-ECD76F0360F6,28-12-2008
54,5724 Victory Lane,,Snohomish,79,98296,0xE6100000010C39DB74CBB2F04740890AAD1E7E855EC0,AEB2271B-A9E9-454E-B04B-8A3B91014463,29-01-2010
55,591 Merriewood Drive,,Snohomish,79,98296,0xE6100000010C1040A96179EF47407261B07BBE8B5EC0,AB314668-EACD-4440-9832-CCCF2B187078,16-02-2009
56,3114 Notre Dame Ave.,,Snohomish,79,98296,0xE6100000010C1040A96179EF4740720828931D7C5EC0,E7A29CE5-7EC6-4E64-9480-0C166297B6A5,29-11-2013
57,7230 Vine Maple Street,,Snohomish,79,98296,0xE6100000010CA50D8F1616F047407261B07BBE8B5EC0,2C5FE85E-796E-4666-B449-9CFDFA870058,22-01-2009
58,2601 Cambridge Drive,,Snohomish,79,98296,0xE6100000010C43CFFD3184E747408E77D2B5A68F5EC0,44668102-3C93-4005-BAAB-E14D351D1522,05-12-2008
59,2115 Passing,,Snohomish,79,98296,0xE6100000010CDAA4DDF73FEE474077754D2A46865EC0,77923F90-FCCD-40AE-8C51-52A2267A5A61,30-11-2008
60,4852 Chaparral Court,,Snohomish,79,98296,0xE6100000010C78664C13AEE54740E6B3A9C13D7F5EC0,5457D27A-52B3-4150-87EA-96B42645AB01,25-12-2009
61,7726 Driftwood Drive,,Monroe,79,98272,0xE6100000010CC440A386ACE847406C86CCD635785EC0,07373E01-BD99-405A-996A-AB68984423C3,23-06-2006
62,3841 Silver Oaks Place,,Monroe,79,98272,0xE6100000010CC56E23CC68EF4740949BC704EA835EC0,851AA003-2D0F-4165-A54B-A13D9B86924A,27-11-2008
63,9652 Los Angeles,,Monroe,79,98272,0xE6100000010CC440A386ACE8474044786554C5795EC0,E031CC1E-3E82-4338-B590-5FE91242DEFF,27-01-2009
64,4566 La Jolla,,Monroe,79,98272,0xE6100000010C827F23CEDBF14740BBA92E875A825EC0,39EFCF68-25CA-4B41-9882-A91F8FC2EC62,08-01-2009
65,1356 Grove Way,,Monroe,79,98272,0xE6100000010C8151A3881FEB474036062D4141865EC0,C9ED93AD-FE56-4A9E-86D0-E53DB70DB0CC,14-02-2009
66,4775 Kentucky Dr.,Unit E,Monroe,79,98272,0xE6100000010C9C3C23C60FE84740E5DB36E5D86E5EC0,462876DD-B30C-4E9B-A0AD-67A0E14986C6,27-05-2014
67,4734 Sycamore Court,,Monroe,79,98272,0xE6100000010C4B7BA30D3FF147406D8D608279855EC0,F6A0BC36-9C6E-4395-A7D5-8F31AD3775F4,20-12-2008
68,896 Southdale,,Monroe,79,98272,0xE6100000010CFA16A3018DE24740D669FED1547B5EC0,BFF6C765-A8EA-4F40-9C87-43C8829EB396,26-02-2009
69,2275 Valley Blvd.,,Monroe,79,98272,0xE6100000010C594D23C882EA474078D4630EAC7D5EC0,192987FC-CA4B-421A-8EA9-52ED8EED3D32,14-01-2009
70,1792 Belmont Rd.,,Monroe,79,98272,0xE6100000010CAA83A38E78F247406C86CCD635785EC0,5F659DE9-3A31-41D5-BB92-EA0D34486C83,02-12-2008
71,5734 Ashford Court,,Monroe,79,98272,0xE6100000010C0730A38439E6474093943359A6765EC0,5CD0EDD1-7841-49C9-AEBB-69ED1CD2989C,13-02-2008
72,5030 Blue Ridge Dr.,,Monroe,79,98272,0xE6100000010C2377234DA2F04740CB22FB4522835EC0,51711CD3-947C-4666-882F-A50943E12339,06-02-2009
73,158 Walnut Ave,,Monroe,79,98272,0xE6100000010C6638A30573E74740A20D00186E775EC0,2AD59424-B8FC-4957-82F7-62C11DD89235,07-02-2009
74,8310 Ridge Circle,,Monroe,79,98272,0xE6100000010C3E9023D04EF447405F38359FBF725EC0,82780FDB-8DF5-4334-9994-2D306ECC73E1,30-11-2008
75,3747 W. Landing Avenue,,Monroe,79,98272,0xE6100000010C221B23C229E34740F23062C892815EC0,05524AB0-4696-4670-8D2F-580B6A5DF760,28-02-2009
76,2598 La Vista Circle,,Duvall,79,98019,0xE6100000010CB0EA3DB968E347402CE232B5ED685EC0,3661F140-8DE9-4C81-A54E-661E6C61A801,03-02-2009
77,9693 Mellowood Street,,Duvall,79,98019,0xE6100000010C2D6899BAAFE747407520D45948725EC0,C83B3A62-3561-4378-B307-540451AC23BD,20-02-2008
78,1825 Corte Del Prado,,Duvall,79,98019,0xE6100000010C1B709E483EDA4740D1D0ABB0F16F5EC0,86F8D7EA-AF62-4A35-8FC6-4278BCA608F1,27-12-2008
79,5086 Nottingham Place,,Duvall,79,98019,0xE6100000010C39F1E4FE68D847402D8183079B6D5EC0,83393058-231C-4D1E-863A-88385D126810,17-01-2010
80,3977 Central Avenue,,Duvall,79,98019,0xE6100000010C0BEF579213DC474076BF24ACF5765EC0,30A7AD1E-78F0-4F04-83EE-2CD1C37D59A5,02-02-2009
81,8209 Green View Court,,Duvall,79,98019,0xE6100000010C8F71FC90CCD74740A0FCEA42B5695EC0,41AE4C8A-1922-427A-B66F-3779639B0F42,20-02-2010
82,8463 Vista Avenue,,Duvall,79,98019,0xE6100000010CA069F7023EE5474062AE9DA7F97D5EC0,C2AE1EA5-4F3C-413C-8810-4185EE46BB96,21-02-2009
83,5379 Treasure Island Way,# 14,Duvall,79,98019,0xE6100000010C2D6899BAAFE747408E2905E3137A5EC0,F229A37B-C8D9-4E4A-99BB-4D12715A2F5E,04-02-2009
84,3421 Bouncing Road,,Duvall,79,98019,0xE6100000010CA069F7023EE5474032792D8C6A7C5EC0,83B10347-08DC-4E5E-8A94-60DEB34D92A7,01-12-2008
85,991 Vista Verde,,Duvall,79,98019,0xE6100000010CE5F1132330D74740A5F494C784785EC0,8EAB0498-EB64-4F80-AEDE-CA3735D4C097,01-02-2009
86,390 Ridgewood Ct.,,Carnation,79,98014,0xE6100000010C8B773FA1AFDD4740ED29E16761775EC0,DAFBD136-5AC2-4F16-8D82-2BFFFD60B7A7,20-12-2008
87,1411 Ranch Drive,,Carnation,79,98014,0xE6100000010C866A60EF3EDB4740D4329D84B8795EC0,B7AD6512-9B80-4FDB-8EBB-B9934B211CEA,06-02-2009
88,9666 Northridge Ct.,,Carnation,79,98014,0xE6100000010CBCEC7CA2A7CF4740370FAD115C705EC0,FD316D3A-10F5-41D7-8CD9-7B1EAA851223,01-12-2008
89,3074 Arbor Drive,,Carnation,79,98014,0xE6100000010C8A50A28B5DD647408A4DD1DABD805EC0,BF8E2FBE-1BC0-4643-9764-2903C86438EC,14-12-2008
90,9752 Jeanne Circle,,Carnation,79,98014,0xE6100000010C8F5D813DCED84740BC3B59A10F7C5EC0,5582D57F-9E56-4D15-8633-633206D2A182,09-01-2010
91,7166 Brock Lane,,Seattle,79,98104,0xE6100000010C8726B9B50FCF47409A9689D608995EC0,219725C5-2537-45DB-879D-CE160729EECE,15-12-2008
92,7126 Ending Ct.,,Seattle,79,98104,0xE6100000010C9A77BCE123C747406282BA744A8D5EC0,DEDCAECB-19B4-4441-9BBB-BC758329F406,19-12-2007
93,4598 Manila Avenue,,Seattle,79,98104,0xE6100000010C76957EBCD7CD4740789E0F64BB9D5EC0,058435DF-1143-4921-A47E-FD02E7F05EA7,29-01-2010
94,5666 Hazelnut Lane,,Seattle,79,98104,0xE6100000010C76957EBCD7CD47409A9689D608995EC0,1033EF53-1246-4830-878C-516D4697ED8B,24-02-2009
95,1220 Bradford Way,,Seattle,79,98104,0xE6100000010C019EE4EB4FC547405F3EB2FC77975EC0,EF7470D7-D3CE-4E30-AE81-6E1F7752134E,08-12-2008
96,5375 Clearland Circle,,Seattle,79,98104,0xE6100000010CA8482EA87FD147408346388A2A9C5EC0,EF57EA2B-15FD-4887-90DC-77EC79AE67E9,04-01-2009
97,2639 Anchor Court,,Seattle,79,98104,0xE6100000010CDAFBDD9327D5474067D6CE07828C5EC0,9C3D0B0D-E3B3-4696-B0EB-A90356CB8ACC,07-02-2014
98,502 Alexander Pl.,,Seattle,79,98104,0xE6100000010C52B340978BD44740703AEFB51E955EC0,B3D67582-A180-42AD-BE0D-E8FAC4080354,25-01-2009
99,5802 Ampersand Drive,,Seattle,79,98104,0xE6100000010C63447B90C3D54740789E0F64BB9D5EC0,137CC1BA-089A-4E2D-91BF-7480802A7E00,31-12-2008
100,5125 Cotton Ct.,,Seattle,79,98104,0xE6100000010CEB8C188D5FD647406492C68FAF965EC0,AB6BCC20-67D3-4A26-BA02-CDC917C2DEE4,03-02-2009
101,3243 Buckingham Dr.,# 207,Seattle,79,98104,0xE6100000010C3091CBA41BD24740703AEFB51E955EC0,0F1F79AB-54A1-4C6C-BEB7-E476E8521599,15-02-2009
102,3029 Pastime Dr,# 2,Seattle,79,98104,0xE6100000010C0F6F56B2ABCF4740B84AFBD0839E5EC0,5E77CA8D-72D4-4572-8F88-1A1A5A7969F0,04-01-2009
103,9537 Ridgewood Drive,,Seattle,79,98104,0xE6100000010CAB08F7DA5BC847405F3EB2FC77975EC0,906F7B49-E609-42CB-9BF5-ED5C043D166C,05-02-2010
104,9964 North Ridge Drive,,Seattle,79,98104,0xE6100000010C0F6F56B2ABCF4740868A4002FD915EC0,3B560935-AD49-458D-9C58-3D09C4B1EC3E,29-01-2009
105,1619 Stillman Court,,Seattle,79,98104,0xE6100000010CDAFBDD9327D547406AE6DA22E7955EC0,3A7BAABE-A265-43DE-86E1-CFE6EA60E3B0,19-12-2008
106,2144 San Rafael,,Seattle,79,98104,0xE6100000010C97B7F3AE47D04740868A4002FD915EC0,E0D82A90-FAE8-43A9-A98D-4F6512E57709,05-01-2009
107,7403 N. Broadway,,Seattle,79,98104,0xE6100000010CEB8C188D5FD647407BE217DC8D935EC0,C9FE9DD9-6867-44FC-9C5A-07DBC9CA6F7F,01-01-2009
108,7842 Ygnacio Valley Road,,Seattle,79,98104,0xE6100000010CAB08F7DA5BC8474056DA914EDB8E5EC0,6600064E-0B21-405D-85C4-6A5E1E41771D,10-12-2008
109,874 Olivera Road,,Seattle,79,98104,0xE6100000010CB9D968A1B7D24740703AEFB51E955EC0,F868AAE1-DACB-4606-88C4-EB07F4492629,24-02-2010
110,1064 Slow Creek Road,,Seattle,79,98104,0xE6100000010CEB8C188D5FD647407DF223F7F29C5EC0,184AD4A1-45B8-4910-A2B2-A9E2A658B07C,08-12-2008
111,77 Birchwood,,Seattle,79,98104,0xE6100000010C22C059DEBFC7474051867DBBA38F5EC0,C27E3B42-1548-404C-B104-F765CF42C068,27-01-2009
112,7765 Sunsine Drive,,Seattle,79,98104,0xE6100000010CEB8C188D5FD6474045DE549534915EC0,40E9167A-DB5B-4D4B-9B57-F5030A37EA4C,19-02-2009
113,1102 Ravenwood,,Seattle,79,98104,0xE6100000010CDAFBDD9327D547409A9689D608995EC0,8A12573D-D7C2-4C04-BBB1-A2F050626670,15-12-2009
114,1398 Yorba Linda,,Seattle,79,98104,0xE6100000010C4122069E53D347408EEE60B0999A5EC0,C32CA551-349E-42FD-AB0B-6170E7F0B516,08-02-2009
115,4948 West 4th St,,Seattle,79,98104,0xE6100000010C200091ABE3D0474056DA914EDB8E5EC0,E7CBD421-FFD2-4A42-A143-67DA8558CC03,13-02-2009
116,8290 Margaret Ct.,,Seattle,79,98104,0xE6100000010CCC2A6CCDCBCA47406AE6DA22E7955EC0,DB4FAB47-ED99-45B0-9064-3AA30F94D74D,10-01-2009
117,426 San Rafael,,Seattle,79,98104,0xE6100000010C650444C39FCC474045DE549534915EC0,5C85508E-C13B-49F2-A260-0A0825ED9B81,08-02-2009
118,136 Balboa Court,,Seattle,79,98104,0xE6100000010CB9D968A1B7D247408346388A2A9C5EC0,E8D35BFA-25AE-422E-B9E9-1D4F4AEA18CC,25-12-2008
119,7439 Laguna Niguel,,Seattle,79,98104,0xE6100000010C122F1FE587C64740789E0F64BB9D5EC0,E09B80E3-DD7F-4DD5-A930-3F1DEE324F48,28-11-2008
120,6498 Mining Rd.,,Seattle,79,98104,0xE6100000010CEE4CE1BF3BCD47404B3269286C905EC0,FB839852-9026-4C74-A7F2-E53030B7A434,08-02-2009
121,6578 Woodhaven Ln.,,Seattle,79,98104,0xE6100000010CCC2A6CCDCBCA47404B3269286C905EC0,84EAAA89-FDB6-492B-AD96-76793872C81B,26-11-2008
122,2354 Frame Ln.,,Seattle,79,98104,0xE6100000010C8726B9B50FCF47404B3269286C905EC0,28B00D11-67B0-4818-8B3A-1CFD2FF6169D,18-12-2009
123,6843 San Simeon Dr.,,Seattle,79,98104,0xE6100000010CCC2A6CCDCBCA47407DF223F7F29C5EC0,27CE20F5-6770-4DCC-9B57-EC895A745553,26-01-2009
124,7616 Honey Court,,Seattle,79,98104,0xE6100000010C8726B9B50FCF47409FEA9D6940985EC0,6A85821B-1E54-41E7-BB10-25FEAF5A63E8,05-12-2008
125,931 Corte De Luna,,Seattle,79,98104,0xE6100000010CDAFBDD9327D5474045DE549534915EC0,2C9D61C7-2185-45C3-B20E-04AB9CADFF7A,08-12-2008
126,7594 Alexander Pl.,,Seattle,79,98104,0xE6100000010CDDBBA6C603CC47405F3EB2FC77975EC0,FAD17750-D933-4352-9C7C-2FC1378ED1A6,10-12-2008
127,7127 Los Gatos Court,,Seattle,79,98104,0xE6100000010C63447B90C3D5474032D20BC1288A5EC0,5648B48C-4A83-491E-A4C1-EDCBB199C0FD,29-11-2008
128,8656 Lakespring Place,,Seattle,79,98104,0xE6100000010CA8482EA87FD14740703AEFB51E955EC0,E7889D2B-AE5E-4B37-AB7B-CF28187A3114,05-01-2010
129,5025 Holiday Hills,,Seattle,79,98104,0xE6100000010CA8482EA87FD147404B3269286C905EC0,94D5BD03-6949-405D-B0DF-7AC5F278081F,26-12-2008
130,5376 Catanzaro Way,,Seattle,79,98104,0xE6100000010C44E2CED02FCA47405C2EA6E1128E5EC0,AD7C7F01-B283-41F1-B8F1-3AEBFE50FD18,25-02-2009
131,504 O St.,,Edmonds,79,98020,0xE6100000010C3CD75BF523E247402BB340BB358C5EC0,E858BEE0-02AD-4BAB-BC2B-6A66DD046E7B,31-12-2013
132,6870 D Bel Air Drive,,Edmonds,79,98020,0xE6100000010C26216AA9C3ED47400C6A2F30399E5EC0,AB316A30-9D6B-4B6F-915C-616F6ABD7092,06-02-2010
133,8152 Claudia Dr.,,Edmonds,79,98020,0xE6100000010CA2F03A1E42E84740ADC92531A89C5EC0,7BBAC738-C1B1-411B-B308-2054A5E1F55F,05-01-2009
134,6057 Hill Street,,Edmonds,79,98020,0xE6100000010C0E926BCEF9E347401747FF3464965EC0,B0F69A8C-1C4E-4A41-A710-0BB1865D85AA,15-12-2008
135,2812 Mazatlan,,Edmonds,79,98020,0xE6100000010CA8788CA5DBDD474056AB422E5BA15EC0,E55266A9-FB17-419F-970D-F96EE2E91F7B,19-02-2009
136,172 Turning Dr.,,Edmonds,79,98020,0xE6100000010CA8788CA5DBDD474020D670B60A945EC0,37C96B81-2E9C-4D4D-BEAE-44ABA1854C47,12-12-2008
137,9784 Mt Etna Drive,,Edmonds,79,98020,0xE6100000010C5B05FCB9EAE047407E83C53AFE8C5EC0,E6266748-6E05-416C-8FF9-BEB5C8B15323,16-12-2008
138,2059 Clay Rd,,Edmonds,79,98020,0xE6100000010C74AB4AF717EA47407E83C53AFE8C5EC0,A158113B-AC84-4A89-8903-A6DD5F10CE82,28-12-2008
139,2687 Ridge Road,,Edmonds,79,98020,0xE6100000010CE04C7BA7CFE547405AF9A0B1DF9B5EC0,25B072AB-17F7-4C1C-A13A-ACD309BBAA61,13-01-2009
140,371 Apple Dr.,,Edmonds,79,98020,0xE6100000010C364F0A6E8AEC4740D1534ABAC68D5EC0,88FA21D3-2523-4CF1-BCFD-151E734F8961,07-01-2009
141,3281 Hillview Dr.,,Edmonds,79,98020,0xE6100000010C79339C7EB1DF4740CD05EC3642935EC0,ACE0C24A-95B6-4F08-B223-1A39C64E9051,10-12-2008
142,2080 Sycamore Drive,,Edmonds,79,98020,0xE6100000010C4BEEAB5787E147401747FF3464965EC0,8541E00D-8DA8-429B-912E-B7E854747A00,28-12-2008
143,7511 Cooper Dr.,,Edmonds,79,98020,0xE6100000010C3CD75BF523E247407E83C53AFE8C5EC0,A6D5094A-E523-45A8-ABE5-0AFC2E7B6FC1,16-02-2010
144,9825 Coralie Drive,,Edmonds,79,98020,0xE6100000010C160A1A4760EE474072A6F535D3945EC0,716CF949-C005-4255-AE10-A36A0E905FA2,06-01-2009
145,8411 Mt. Orange Place,,Edmonds,79,98020,0xE6100000010CEF63CB0933E547406E65E237B1915EC0,F7053382-C9F1-45BF-A0BD-878FE976208F,12-12-2008
146,207 Berry Court,,Edmonds,79,98020,0xE6100000010CE04C7BA7CFE547406288123386995EC0,B374FEA1-C3B5-4737-A1A4-190997E961DF,03-01-2009
147,1061 Buskrik Avenue,,Edmonds,79,98020,0xE6100000010CFE7A1B6C96E447406A1784B42C975EC0,69B366B3-533E-4F15-9D75-588789548DD0,01-03-2009
148,3632 Bank Way,,Edmonds,79,98020,0xE6100000010C1DA9BB305DE347405AF9A0B1DF9B5EC0,0F7B8AC1-A660-447E-AAD4-A0048DA3CD47,16-02-2010
149,3026 Anchor Drive,,Edmonds,79,98020,0xE6100000010CEF63CB0933E54740B55897B24E9A5EC0,0BFEB74B-804D-4A03-B94D-5812F3DF69A8,22-01-2010
150,7338 Green St.,,Edmonds,79,98020,0xE6100000010CEF63CB0933E54740FF99AAB0709D5EC0,A1D9A607-D8E3-4402-9C5C-03D1131ED99B,19-02-2009
151,2038 Encino Drive,,Edmonds,79,98020,0xE6100000010C93D9EABBDEE84740A97BC7AD23A25EC0,08CA24AF-10D0-4AC6-8E70-A6387ECDB91B,24-01-2009
152,2466 Clearland Circle,,Edmonds,79,98020,0xE6100000010C46665AD0EDEB4740A97BC7AD23A25EC0,1494AD94-C1FE-4A28-AD63-A59370718785,22-12-2009
153,9277 Country View Lane,,Edmonds,79,98020,0xE6100000010C364F0A6E8AEC47400C6A2F30399E5EC0,7D7DA7BE-B880-411D-88D2-521B5CCF8D25,26-01-2008
154,5423 Champion Rd.,,Edmonds,79,98020,0xE6100000010C0E926BCEF9E347407A3567B779925EC0,2E5B2953-BEE0-4568-A6F0-5AB41ABBCF63,24-12-2008
